wn_calc,gA_calc,upper_lev_id,lower_lev_id
18.4388,17590000,400,60
30.3862,120900000,401,4
29.8915,14670000,401,5
31.4872,13350000,401,2
27.1019,32220000,405,11
17.4006,21110000,405,64
28.0539,278700000,406,9
21.7585,20030000,406,36
20.6546,18060000,406,48
27.1361,16700000,406,11
29.3282,11850000,406,6
30.0524,15870000,407,5
28.5458,20000000,404,8
29.9827,12630000,404,5
30.0837,34820000,408,5
30.5784,34290000,408,4
28.6468,17400000,408,8
31.6794,13420000,408,2
22.9425,10140000,409,28
29.4762,10380000,410,6
29.5199,36480000,412,6
27.3278,10710000,412,11
23.0579,12360000,414,28
21.2139,21600000,413,44
21.8556,10820000,413,39
21.92,11800000,411,37
21.3196,11260000,419,44
22.8534,17180000,415,31
30.2964,77860000,416,5
22.9049,65320000,417,31
22.0477,15800000,417,36
28.3431,15300000,417,9
30.8647,14110000,421,4
28.9331,13020000,421,8
27.4843,25370000,422,11
29.6204,112300000,418,6
27.4283,12520000,418,11
28.9202,64000000,420,8
29.6463,13120000,420,6
30.3571,12510000,420,5
23.0371,17970000,423,30
22.038,17280000,423,39
23.218,11350000,423,28
27.5343,28780000,426,11
27.5255,47060000,424,11
17.8242,46920000,424,64
28.4433,12830000,424,9
28.495,103400000,427,9
27.5772,92970000,427,11
17.8759,68210000,427,64
22.1996,16970000,427,36
21.0957,15100000,427,48
29.7228,15560000,425,6
27.5307,11480000,425,11
23.5345,324800000,75,82
25.5371,203800000,75,81
22.78,153600000,75,85
22.8487,26750000,75,84
22.4654,20010000,75,86
21.5896,17200000,75,88
21.4838,10760000,429,44
30.5083,12870000,428,5
30.5427,31250000,430,5
23.5448,911400000,76,82
25.5474,560500000,76,81
22.7903,416500000,76,85
22.859,78610000,76,84
22.4757,54190000,76,86
21.5999,42730000,76,88
21.2701,16470000,76,90
21.2391,16220000,76,91
22.8425,10260000,431,33
23.2621,26290000,434,30
23.443,23070000,434,28
22.9198,22260000,434,33
17.887,16350000,434,65
23.6796,964500000,77,83
23.0433,546100000,77,84
25.7317,245400000,77,81
23.7291,180200000,77,82
22.4761,170900000,77,87
22.9746,139800000,77,85
21.4544,32830000,77,90
19.8495,16250000,77,95
21.7842,14830000,77,88
21.2584,10470000,77,92
21.5841,11690000,432,44
20.8108,11610000,432,50
20.7762,15020000,433,51
29.1941,12680000,433,8
22.9414,10140000,435,33
27.7804,32390000,436,11
29.9725,22960000,436,6
31.1963,129400000,437,4
29.2647,28710000,437,8
32.2973,17850000,437,2
23.42,10400000,437,29
30.0771,106600000,439,6
29.351,21140000,439,8
31.2826,11630000,439,4
23.3587,21300000,438,30
23.5396,11150000,438,28
23.0838,26320000,441,33
27.8851,24160000,440,11
18.1838,16760000,440,64
23.463,18040000,442,30
23.6439,16610000,442,28
30.8644,71470000,443,5
23.5197,30560000,445,30
23.1774,23250000,445,33
23.7006,13090000,445,28
18.1446,12220000,445,65
28.9379,11420000,446,9
28.0045,40870000,444,11
30.1966,29480000,444,6
30.9825,25520000,447,5
32.3962,13540000,448,3
30.3063,121500000,449,6
31.5118,14700000,449,4
28.1142,13920000,449,11
22.0362,14330000,450,43
23.6601,17560000,451,30
23.3178,15220000,451,33
29.1054,132600000,454,9
21.7061,11250000,454,48
31.0799,23360000,453,5
23.681,15490000,452,30
30.4339,127800000,456,6
23.9223,94470000,455,28
18.3663,26150000,455,65
23.7414,23010000,455,30
29.7404,15280000,457,8
23.866,67660000,460,30
23.5237,34050000,460,33
17.9924,30430000,460,68
22.8669,24420000,460,39
21.4101,40530000,458,50
22.2144,20120000,458,43
23.8574,70190000,459,30
24.0383,43650000,459,28
17.8187,15990000,459,69
23.9672,19030000,465,30
29.8417,86520000,461,8
23.6042,87800000,463,33
29.8997,47320000,464,8
23.9465,42250000,463,30
18.0729,36450000,463,68
22.9474,27600000,463,39
23.0276,24630000,463,37
17.638,12090000,463,71
30.6207,192800000,462,6
31.8262,21050000,462,4
28.4286,14020000,462,11
20.1774,21470000,466,58
29.9443,17110000,466,8
19.9579,12390000,466,60
24.0233,23740000,467,30
23.681,17380000,467,33
24.047,14440000,469,30
23.7073,104600000,470,33
24.2305,27140000,470,28
23.0505,20870000,470,39
17.7411,17340000,470,71
24.0496,16140000,470,30
31.442,12980000,471,5
23.1821,42110000,473,37
23.7587,33700000,473,33
29.4431,20600000,468,9
